name,description,justification,year,longitude,latitude,area_hectares,category,states,region,iso
L'viv   the Ensemble of the Historic Centre,"<p>The city of L''viv, founded in the late Middle Ages, was a flourishing administrative, religious and commercial centre for several centuries. The medieval urban topography has been preserved virtually intact (in particular, there is evidence of the different ethnic communities who lived there), along with many fine Baroque and later buildings.</p>","<p><em>Criterion (ii):</em> In its urban fabric and its architecture, L viv is an outstanding example of the fusion of the architectural and artistic traditions of eastern Europe with those of Italy and Germany.</p> <p><em>Criterion (v):</em> The political and commercial role of L viv attracted to it a number of ethnic groups with different cultural and religious traditions, who established separate yet interdependent communities within the city, evidence for which is still discernible in the modern townscape.</p>",1998,24.03198,49.84163,120,Cultural,Ukraine,Europe and North America,ua
Residence of Bukovinian and Dalmatian Metropolitans,"<p>The Residence of Bukovinian and Dalmatian Metropolitans represents a masterful synergy of architectural styles built by Czech architect Josef Hlavka from 1864 to 1882. The property, an outstanding example of 19th-century historicist architecture, also includes a seminary and monastery and is dominated by the domed, cruciform Seminary Church with a garden and park. The complex expresses architectural and cultural influences from the Byzantine period onward and embodies the powerful presence of the Orthodox Church during Habsburg rule, reflecting the Austro-Hungarian Empire policy of religious tolerance.</p>",,2011,25.92472222,48.29666667,8,Cultural,Ukraine,Europe and North America,ua
Ancient City of Tauric Chersonese and its Chora,"<p>The site features the remains of a city founded by Dorian Greeks in the 5th century BC on the northern shores of the Black Sea. It encompasses six component sites with urban remains and agricultural lands divided into several hundreds of chora, rectangular plots of equal size. The plots supported vineyards whose production was exported by the city which thrived until the 15th century. The site features several public building complexes and residential neighbourhoods, as well as early Christian monuments alongside remains from Stone and Bronze Age settlements; Roman and medieval tower fortifications and water supply systems; and exceptionally well-preserved examples of vineyard planting and dividing walls. In the 3rd century AD, the site was known as the most productive wine centre of the Black Sea and remained a hub of exchange between the Greek, Roman and Byzantine Empires and populations north of the Black Sea. It is an outstanding example of democratic land organization linked to an ancient polis, reflecting the city&rsquo;s social organization.</p> <div>&nbsp;</div>",,2013,33.49138889,44.61083333,259.3752,Cultural,Ukraine,Europe and North America,ua
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)","<p>The Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas) constitute a serial property that testifies to sedentary human occupation of a desert region since the Neolithic period with vestiges of many prehistoric cultures. Remarkable vestiges in the property include circular stone tombs (ca 2500 B.C.), wells and a wide range of adobe constructions: residential buildings, towers, palaces and administrative buildings. Hili moreover features one of the oldest examples of the sophisticated aflaj irrigation system which dates back to the Iron Age. The property provides important testimony to the transition of cultures in the region from hunting and gathering to sedentarization.</p>",,2011,55.80638889,24.06777778,4945.45,Cultural,United Arab Emirates,Arab States,ae
Giant's Causeway and Causeway Coast,"<p>The Giant's Causeway lies at the foot of the basalt cliffs along the sea coast on the edge of the Antrim plateau in Northern Ireland. It is made up of some 40,000 massive black basalt columns sticking out of the sea. The dramatic sight has inspired legends of giants striding over the sea to Scotland. Geological studies of these formations over the last 300 years have greatly contributed to the development of the earth sciences, and show that this striking landscape was caused by volcanic activity during the Tertiary, some 50 60 million years ago.</p>",,1986,-6.485277778,55.25,239.405,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,gb
Durham Castle and Cathedral,"<p>Durham Cathedral was built in the late 11th and early 12th centuries to house the relics of St Cuthbert (evangelizer of Northumbria) and the Venerable Bede. It attests to the importance of the early Benedictine monastic community and is the largest and finest example of Norman architecture in England. The innovative audacity of its vaulting foreshadowed Gothic architecture. Behind the cathedral stands the castle, an ancient Norman fortress which was the residence of the prince-bishops of Durham.</p>",,1986,-1.576111111,54.77472222,8.79,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,gb
Ironbridge Gorge,"<p>Ironbridge is known throughout the world as the symbol of the Industrial Revolution. It contains all the elements of progress that contributed to the rapid development of this industrial region in the 18th century, from the mines themselves to the railway lines. Nearby, the blast furnace of Coalbrookdale, built in 1708, is a reminder of the discovery of coke. The bridge at Ironbridge, the world's first bridge constructed of iron, had a considerable influence on developments in the fields of technology and architecture.</p>",,1986,-2.472777778,52.62638889,547.9,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,gb
Studley Royal Park including the Ruins of Fountains Abbey,"<p>A striking landscape was created around the ruins of the Cistercian Fountains Abbey and Fountains Hall Castle, in Yorkshire. The 18th-century landscaping, gardens and canal, the 19th-century plantations and vistas, and the neo-Gothic castle of Studley Royal Park, make this an outstanding site.</p>",,1986,-1.573055556,54.11611111,309,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,gb
"Stonehenge, Avebury and Associated Sites","<p>Stonehenge and Avebury, in Wiltshire, are among the most famous groups of megaliths in the world. The two sanctuaries consist of circles of menhirs arranged in a pattern whose astronomical significance is still being explored. These holy places and the nearby Neolithic sites are an incomparable testimony to prehistoric times.</p>",,1986,-1.825277778,51.17888889,4985.4,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,gb
Castles and Town Walls of King Edward in Gwynedd,"<p>The castles of Beaumaris and Harlech (largely the work of the greatest military engineer of the time, James of St George) and the fortified complexes of Caernarfon and Conwy are located in the former principality of Gwynedd, in north Wales. These extremely well-preserved monuments are examples of the colonization and defence works carried out throughout the reign of Edward I (1272&ndash;1307) and the military architecture of the time.</p>",,1986,-4.276944444,53.13972222,6,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,gb
St Kilda,"<p>This volcanic archipelago, with its spectacular landscapes, is situated off the coast of the Hebrides and comprises the islands of Hirta, Dun, Soay and Boreray. It has some of the highest cliffs in Europe, which have large colonies of rare and endangered species of birds, especially puffins and gannets. The archipelago, uninhabited since 1930, bears the evidence of more than 2,000 years of human occupation in the extreme conditions prevalent in the Hebrides. Human vestiges include built structures and field systems, the cleits and the traditional Highland stone houses. They feature the vulnerable remains of a subsistence economy based on the products of birds, agriculture and sheep farming.</p>",,1986,-8.576666667,57.81722222,24201.4004,Mixed,United Kingdom of Great Britain and Northern Ireland,Europe and North America,gb
